"filename", "language", "vue", "JavaScript", "Markdown", "TypeScript", "HTML", "JSON", "JSON with Comments", "SCSS", "CSS", "comment", "blank", "total"
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-time-line\u-time-line.vue", "vue", -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -44
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-toast\u-toast.vue", "vue", -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -221
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-top-tips\u-top-tips.vue", "vue", -111, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -122
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-tr\u-tr.vue", "vue", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -26
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-trees\CssHandler.js", "JavaScript", 0, -97, 0, 0, 0, 0, 0, 0, 0, -1, -3, -101
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-trees\MpHtmlParser.js", "JavaScript", 0, -547, 0, 0, 0, 0, 0, 0, 0, -32, -3, -582
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-trees\config.js", "JavaScript", 0, -60, 0, 0, 0, 0, 0, 0, 0, -16, -5, -81
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-trees\u-trees.vue", "vue", -476, 0, 0, 0, 0, 0, 0, 0, 0, -18, -41, -535
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-upload\u-upload.vue", "vue", -705, 0, 0, 0, 0, 0, 0, 0, 0, -6, -18, -729
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-verification-code\u-verification-code.vue", "vue", -170, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, -176
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\u-waterfall\u-waterfall.vue", "vue", -193, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -200
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\components\vk-uview-ui\vk-uview-ui.vue", "vue", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -16
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\iconfont.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -680, -8, -223, -911
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\index.js", "JavaScript", 0, -90, 0, 0, 0, 0, 0, 0, 0, -61, -12, -163
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -6, 0, -13, -4, -23
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\address\areas.json", "JSON", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\address\citys.json", "JSON", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\address\provinces.json", "JSON", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\config\config.js", "JavaScript", 0, -12, 0, 0, 0, 0, 0, 0, 0, -2, -1, -15
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\config\zIndex.js", "JavaScript", 0, -10, 0, 0, 0, 0, 0, 0, 0, -9, -1, -20
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\color.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -117, 0, 0, -39, -156
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -121, 0, -22, -33, -176
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\style.components.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -4, 0, -3, 0, -7
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\style.h5.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -7, 0, -1, -1, -9
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\style.mp.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -42, 0, -15, -16, -73
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\style.nvue.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, -3
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\css\style.vue.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -119, 0, -28, -29, -176
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\$parent.js", "JavaScript", 0, -11, 0, 0, 0, 0, 0, 0, 0, -7, 0, -18
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\addStyle.js", "JavaScript", 0, -41, 0, 0, 0, 0, 0, 0, 0, -21, -4, -66
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\addUnit.js", "JavaScript", 0, -6, 0, 0, 0, 0, 0, 0, 0, -2, -2, -10
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\bem.js", "JavaScript", 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\color.js", "JavaScript", 0, -29, 0, 0, 0, 0, 0, 0, 0, -2, -6, -37
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\colorGradient.js", "JavaScript", 0, -108, 0, 0, 0, 0, 0, 0, 0, -19, -7, -134
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\debounce.js", "JavaScript", 0, -16, 0, 0, 0, 0, 0, 0, 0, -11, -3, -30
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\deepClone.js", "JavaScript", 0, -17, 0, 0, 0, 0, 0, 0, 0, -4, -3, -24
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\deepMerge.js", "JavaScript", 0, -27, 0, 0, 0, 0, 0, 0, 0, -1, -2, -30
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\getParent.js", "JavaScript", 0, -35, 0, 0, 0, 0, 0, 0, 0, -11, -1, -47
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\guid.js", "JavaScript", 0, -25, 0, 0, 0, 0, 0, 0, 0, -13, -4, -42
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\md5.js", "JavaScript", 0, -280, 0, 0, 0, 0, 0, 0, 0, -72, -33, -385
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\queryParams.js", "JavaScript", 0, -45, 0, 0, 0, 0, 0, 0, 0, -12, -2, -59
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\random.js", "JavaScript", 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, -2, -11
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\randomArray.js", "JavaScript", 0, -4, 0, 0, 0, 0, 0, 0, 0, -2, -2, -8
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\route.js", "JavaScript", 0, -88, 0, 0, 0, 0, 0, 0, 0, -25, -9, -122
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\sys.js", "JavaScript", 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, -4, -10
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\test.js", "JavaScript", 0, -166, 0, 0, 0, 0, 0, 0, 0, -94, -31, -291
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\throttle.js", "JavaScript", 0, -23, 0, 0, 0, 0, 0, 0, 0, -11, 0, -34
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\timeFormat.js", "JavaScript", 0, -39, 0, 0, 0, 0, 0, 0, 0, -9, -4, -52
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\timeFrom.js", "JavaScript", 0, -34, 0, 0, 0, 0, 0, 0, 0, -10, -4, -48
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\toast.js", "JavaScript", 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, -2, -10
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\trim.js", "JavaScript", 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, -2, -16
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\function\type2icon.js", "JavaScript", 0, -26, 0, 0, 0, 0, 0, 0, 0, -8, -2, -36
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\mixin\mixin.js", "JavaScript", 0, -61, 0, 0, 0, 0, 0, 0, 0, -24, -2, -87
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\mixin\mpShare.js", "JavaScript", 0, -15, 0, 0, 0, 0, 0, 0, 0, -3, -1, -19
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\request\index.js", "JavaScript", 0, -121, 0, 0, 0, 0, 0, 0, 0, -38, -11, -170
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\store\index.js", "JavaScript", 0, -17, 0, 0, 0, 0, 0, 0, 0, -1, -1, -19
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\util\async-validator.js", "JavaScript", 0, -916, 0, 0, 0, 0, 0, 0, 0, -209, -232, -1357
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\libs\util\emitter.js", "JavaScript", 0, -32, 0, 0, 0, 0, 0, 0, 0, -31, -1, -64
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\package.json", "JSON", 0, 0, 0, 0, 0, -84, 0, 0, 0, 0, 0, -84
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\readme.md", "Markdown", 0, 0, -84, 0, 0, 0, 0, 0, 0, 0, -40, -124
"d:\term5\projectALL\CloudLX\CloudLX\src\uni_modules\vk-uview-ui\theme.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, -28, 0, -3, -8, -39
"d:\term5\projectALL\CloudLX\CloudLX\vite.config.js", "JavaScript", 0, -9, 0, 0, 0, 0, 0, 0, 0, -1, 0, -10
"Total", "-", -21497, -5087, -380, -11, -15, -10563, -19, -516, -4951, -1445, -3044, -47528
